metric,raw_metric_name,quarter,type,value,ci_lower,ci_upper
GP total appointments (flow),total_attended_appointments,2027-06-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2027-09-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2027-12-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2028-03-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2028-06-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2028-09-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2028-12-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2029-03-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2029-06-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2029-09-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2029-12-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2030-03-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2030-06-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2030-09-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2030-12-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2031-03-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2031-06-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2031-09-30,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2031-12-31,forecast,0.0,0.0,0.0
GP total appointments (flow),total_attended_appointments,2032-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2023-10-01,history,34420894.0,,
GP face-to-face appointments (flow),attended_face_to_face,2024-01-01,history,54831154.0,,
GP face-to-face appointments (flow),attended_face_to_face,2024-04-01,history,51804467.0,,
GP face-to-face appointments (flow),attended_face_to_face,2024-07-01,history,51199847.0,,
GP face-to-face appointments (flow),attended_face_to_face,2024-10-01,history,57811542.0,,
GP face-to-face appointments (flow),attended_face_to_face,2025-01-01,history,53947846.0,,
GP face-to-face appointments (flow),attended_face_to_face,2025-04-01,history,50582247.0,,
GP face-to-face appointments (flow),attended_face_to_face,2025-07-01,history,51771947.0,,
GP face-to-face appointments (flow),attended_face_to_face,2025-10-01,history,57466191.0,,
GP face-to-face appointments (flow),attended_face_to_face,2026-01-01,history,53553026.0,,
GP face-to-face appointments (flow),attended_face_to_face,2026-04-01,history,16943375.0,,
GP face-to-face appointments (flow),attended_face_to_face,2026-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2026-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2026-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2027-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2027-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2027-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2027-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2028-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2028-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2028-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2028-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2029-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2029-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2029-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2029-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2030-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2030-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2030-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2030-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2031-03-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2031-06-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2031-09-30,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2031-12-31,forecast,0.0,0.0,0.0
GP face-to-face appointments (flow),attended_face_to_face,2032-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2023-10-01,history,13864720.0,,
GP telephone appointments (flow),attended_telephone,2024-01-01,history,22706068.0,,
GP telephone appointments (flow),attended_telephone,2024-04-01,history,21428882.0,,
GP telephone appointments (flow),attended_telephone,2024-07-01,history,21258246.0,,
GP telephone appointments (flow),attended_telephone,2024-10-01,history,21556314.0,,
GP telephone appointments (flow),attended_telephone,2025-01-01,history,22058634.0,,
GP telephone appointments (flow),attended_telephone,2025-04-01,history,20729843.0,,
GP telephone appointments (flow),attended_telephone,2025-07-01,history,21307360.0,,
GP telephone appointments (flow),attended_telephone,2025-10-01,history,21506593.0,,
GP telephone appointments (flow),attended_telephone,2026-01-01,history,22081200.0,,
GP telephone appointments (flow),attended_telephone,2026-04-01,history,6916977.0,,
GP telephone appointments (flow),attended_telephone,2026-06-30,forecast,0.0,0.0,4432123.894248335
GP telephone appointments (flow),attended_telephone,2026-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2026-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2027-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2027-06-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2027-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2027-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2028-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2028-06-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2028-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2028-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2029-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2029-06-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2029-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2029-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2030-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2030-06-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2030-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2030-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2031-03-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2031-06-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2031-09-30,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2031-12-31,forecast,0.0,0.0,0.0
GP telephone appointments (flow),attended_telephone,2032-03-31,forecast,0.0,0.0,0.0
